City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
277,nola,40.922,14.5329,21.33,63,82,4.92,IT,1698760799
278,iskateley,67.6803,53.1512,-10.55,97,100,2.68,RU,1698760799
279,trebic,49.2149,15.8817,10.92,83,100,5.14,CZ,1698760799
280,kigoma,-4.8769,29.6267,28.33,61,20,5.14,TZ,1698760800
281,lanzhou,36.0564,103.7922,15.99,24,0,1.99,CN,1698760800
282,niquelandia,-14.4739,-48.4597,36.55,26,96,2.66,BR,1698760800
283,buka,40.8108,69.1986,13.0,75,64,0.52,UZ,1698760800
284,tabou,4.423,-7.3528,28.41,75,32,3.73,CI,1698760801
285,cape coast,5.1053,-1.2466,29.01,70,94,2.87,GH,1698760544
286,papao,-17.75,-149.55,23.82,83,31,10.98,PF,1698760802
287,waajid,3.8096,43.2463,31.35,45,97,2.35,SO,1698760808
288,flying fish cove,-10.4217,105.6791,25.82,83,100,4.63,CX,1698760810
289,severnoye,56.3491,78.3619,-6.68,76,10,4.02,RU,1698760814
290,kone,-21.0595,164.8658,19.59,78,17,2.03,NC,1698760823
291,houghton,47.1219,-88.569,-0.92,88,0,4.63,US,1698760768
292,tadine,-21.55,167.8833,19.08,68,8,3.58,NC,1698760826
293,vilhena,-12.7406,-60.1458,23.12,94,75,3.09,BR,1698760827
294,khandyga,62.6667,135.6,-11.74,97,100,0.9,RU,1698760829
295,mar del plata,-38.0023,-57.5575,13.86,58,75,5.14,AR,1698760613
296,mossel bay,-34.1831,22.146,19.96,77,93,6.86,ZA,1698760832
297,alibag,18.6411,72.8792,31.04,62,5,2.47,IN,1698760833
298,buckingham,51.9997,-0.9878,13.79,88,90,0.45,GB,1698760833
299,chokwe,-24.5333,32.9833,15.74,88,100,3.36,MZ,1698760835
300,nadi,-17.8,177.4167,25.0,83,20,2.57,FJ,1698760603
301,ormara,25.2088,64.6357,27.75,63,0,4.55,PK,1698760836
302,urangan,-25.3,152.9,22.29,78,8,8.69,AU,1698760836
303,timimoun,29.2639,0.231,36.21,10,0,2.06,DZ,1698760839
304,bandarbeyla,9.4942,50.8122,26.58,80,100,6.83,SO,1698760840
305,palmer,42.1584,-72.3287,6.8,76,11,0.45,US,1698760841
306,manokwari,-0.8667,134.0833,26.16,80,92,2.54,ID,1698760842
307,selfoss,63.9331,-20.9971,3.91,66,28,4.63,IS,1698760842
308,sinop,41.7711,34.8709,20.15,60,99,0.67,TR,1698760843
309,fort bragg,35.139,-79.006,14.08,65,100,6.69,US,1698760843
310,rustaq,23.3908,57.4244,28.04,52,41,2.84,OM,1698760843
311,kargasok,59.0556,80.8572,-10.58,91,10,3.13,RU,1698760844
312,broome,42.2506,-75.833,4.12,90,85,1.79,US,1698760844
313,plouzane,48.3833,-4.6167,15.1,88,100,9.77,FR,1698760845
314,haiku-pauwela,20.9219,-156.3051,22.25,81,23,1.97,US,1698760846
315,pizhou,34.3114,117.9503,20.43,41,4,3.45,CN,1698760846
316,batesburg-leesville,33.9101,-81.5373,16.91,75,4,4.92,US,1698760847
317,saint-joseph,-21.3667,55.6167,26.93,80,34,1.69,RE,1698760847
318,new plymouth,-39.0667,174.0833,13.51,79,95,3.16,NZ,1698760813
319,mednogorsk,51.4128,57.595,5.75,91,100,9.93,RU,1698760848
320,kromy,52.6876,35.7667,10.36,87,100,3.91,RU,1698760848
321,micheweni,-4.9667,39.8333,28.17,73,21,3.99,TZ,1698760848
322,barranca,-10.75,-77.7667,19.86,82,100,3.07,PE,1698760847
323,nasiriyah,31.0521,46.261,31.96,17,92,2.16,IQ,1698760849
324,mossendjo,-2.9506,12.7261,22.88,97,100,2.22,CG,1698760849
325,ketchikan,55.3422,-131.6461,4.99,79,100,0.25,US,1698760850
326,orchard mesa,39.043,-108.5523,-0.33,64,0,2.06,US,1698760850
327,la'ie,21.6477,-157.9253,23.01,82,0,1.32,US,1698760850
328,iquique,-20.2208,-70.1431,18.02,66,95,3.19,CL,1698760851
329,lompoc,34.6391,-120.4579,14.77,56,0,4.12,US,1698760851
330,jawf al maqbabah,13.8378,45.8349,25.0,61,60,3.28,YE,1698760852
331,port hedland,-20.3167,118.5667,26.03,89,2,4.12,AU,1698760323
332,pingzhuang,42.0372,119.2889,9.34,38,100,1.17,CN,1698760852
333,amahai,-3.3333,128.9167,26.22,84,99,0.75,ID,1698760853
334,gorontalo,0.5412,123.0595,24.57,85,65,1.03,ID,1698760853
335,hasaki,35.7333,140.8333,16.22,71,100,2.4,JP,1698760853
336,ardestan,33.3761,52.3694,19.86,37,97,4.17,IR,1698760853
337,robertsport,6.7533,-11.3686,28.61,74,59,3.65,LR,1698760854
338,tidjikja,18.5564,-11.4271,37.24,8,7,4.5,MR,1698760854
339,sterling,39.0062,-77.4286,9.53,66,0,2.68,US,1698760799
340,plymouth,41.8334,-70.8328,7.83,63,94,0.45,US,1698760855
341,refahiye,39.9008,38.7667,16.25,46,42,0.33,TR,1698760856
342,lubango,-14.9172,13.4925,30.65,15,7,3.83,AO,1698760856
343,erenhot,43.6475,111.9767,8.16,51,36,2.84,CN,1698760856
344,massawa,15.6097,39.45,31.4,58,91,4.27,ER,1698760857
345,urengoy,65.9667,78.3667,-13.15,94,98,2.41,RU,1698760857
346,puerto deseado,-47.7503,-65.8938,6.3,35,1,2.38,AR,1698760857
347,bodaybo,57.8506,114.1933,-14.83,92,92,1.35,RU,1698760858
348,kavali,14.9167,79.9833,27.05,73,100,3.47,IN,1698760858
349,changuinola,9.4333,-82.5167,25.0,80,63,1.07,PA,1698760858
350,taroudant,30.4703,-8.877,32.03,18,100,5.71,MA,1698760859
351,sorong,-0.8833,131.25,26.99,83,100,3.29,ID,1698760859
352,praia da vitoria,38.7333,-27.0667,20.98,77,20,7.37,PT,1698760859
353,parola,20.8833,75.1167,26.55,36,92,3.31,IN,1698760859
354,touros,-5.1989,-35.4608,30.67,52,16,6.58,BR,1698760860
355,nema,57.5067,50.5011,-1.24,90,100,2.58,RU,1698760860
356,espanola,35.9911,-106.0806,3.11,37,0,0.72,US,1698760809
357,bay city,43.5945,-83.8889,1.12,70,100,3.09,US,1698760617
358,keflavik,64.0049,-22.5624,4.24,70,20,9.26,IS,1698760861
359,al kawa,13.7463,32.4996,37.33,25,99,5.31,SD,1698760861
360,rundu,-17.9333,19.7667,37.7,14,78,2.41,NA,1698760862
361,howrah,22.5892,88.3103,28.0,65,20,0.0,IN,1698760863
362,zunyi,27.6867,106.9072,16.26,69,9,1.71,CN,1698760864
363,sabang,5.8933,95.3214,27.85,76,100,5.11,ID,1698760865
364,constantia,44.1833,28.65,20.39,83,2,6.08,RO,1698760865
365,freetown,8.484,-13.2299,29.84,79,75,5.14,SL,1698760866
366,kattivakkam,13.2167,80.3167,28.37,83,84,5.59,IN,1698760866
367,bassila,9.0081,1.6654,31.32,50,100,1.88,BJ,1698760867
368,yakeshi,49.2833,120.7333,-9.91,96,44,1.6,CN,1698760868
369,ocean shores,46.9737,-124.1563,10.01,86,0,3.6,US,1698760869
370,dhidhdhoo,6.8833,73.1,24.74,89,100,5.73,MV,1698760873
371,mendoza,-32.8908,-68.8272,14.74,21,0,6.17,AR,1698760611
372,hassi messaoud,31.6804,6.0729,33.92,10,16,2.06,DZ,1698760874
373,holualoa,19.6228,-155.9522,23.26,81,23,3.58,US,1698760874
374,juneau,58.3019,-134.4197,5.61,100,100,0.46,US,1698760836
375,taseyevo,57.2169,94.8978,-5.37,48,100,4.47,RU,1698760875
376,chui,-33.6971,-53.4616,14.34,69,100,7.44,UY,1698760875
377,porto novo,6.4965,2.6036,29.9,56,100,3.72,BJ,1698760876
378,makow mazowiecki,52.8649,21.1005,16.05,78,93,8.2,PL,1698760876
379,beltran,-27.8291,-64.061,16.7,72,100,2.85,AR,1698760876
380,remire-montjoly,4.9167,-52.2667,32.02,62,75,4.12,GF,1698760877
381,chibougamau,49.9168,-74.3659,-5.21,86,100,6.69,CA,1698760877
382,saint-philippe,-21.3585,55.7679,26.77,84,60,2.55,RE,1698760878
383,uturoa,-16.7333,-151.4333,25.96,80,16,8.82,PF,1698760878
384,rabo de peixe,37.8,-25.5833,19.43,99,75,5.14,PT,1698760879
385,hamilton,39.1834,-84.5333,2.5,88,0,1.54,US,1698760626
386,kiri buru,22.0833,85.35,20.27,71,3,1.16,IN,1698760879
387,lata,40.1629,-8.3327,19.49,56,25,3.77,PT,1698760880
388,aginskoye,51.1,114.53,-4.13,70,93,0.93,RU,1698760880
389,chonchi,-42.6128,-73.8092,8.56,68,18,1.5,CL,1698760880
390,severo-yeniseyskiy,60.3725,93.0408,-16.35,96,7,1.79,RU,1698760881
391,praya,14.9215,-23.5087,31.3,62,40,7.2,CV,1698760881
392,cannonvale,-20.2833,148.7,21.66,75,43,1.83,AU,1698760882
393,hadibu,12.65,54.0333,26.92,75,100,5.08,YE,1698760882
394,guerrero negro,27.9769,-114.0611,17.65,49,0,0.72,MX,1698760883
395,jinghong,21.991,100.7341,20.49,89,25,1.16,CN,1698760883
396,afaahiti,-17.75,-149.2833,22.93,83,51,9.75,PF,1698760883
397,uacu cungo,-11.3634,15.1208,24.2,65,99,1.54,AO,1698760884
398,namibe,-15.1961,12.1522,26.35,69,0,5.14,AO,1698760885
399,mormugao,15.4,73.8,26.59,74,40,4.63,IN,1698760885
400,kalmunai,7.4167,81.8167,26.83,82,35,2.23,LK,1698760885
401,mikumi,-7.4041,36.9831,28.72,50,95,3.85,TZ,1698760886
402,new britain,41.6612,-72.7795,8.32,71,40,2.57,US,1698760650
403,ende,-8.8432,121.6623,25.85,87,10,1.26,ID,1698760887
404,wenling,28.3669,121.36,18.89,82,0,0.84,CN,1698760888
405,midland,31.9974,-102.0779,1.38,83,0,2.57,US,1698760695
406,gonzaga,44.9498,10.8209,21.49,61,57,6.14,IT,1698760888
407,villa gesell,-37.2639,-56.973,13.92,56,74,7.67,AR,1698760888
408,naze,28.3667,129.4833,20.51,71,55,3.45,JP,1698760889
409,rocha,-34.4833,-54.3333,10.0,83,100,5.53,UY,1698760886
410,yorkton,51.2167,-102.4677,-15.09,92,75,3.6,CA,1698760891
411,husum,54.4858,9.0524,6.1,83,100,4.92,DE,1698760892
412,shingu,33.7333,135.9833,13.97,76,0,2.58,JP,1698760892
413,koshki,54.2091,50.4677,6.76,96,99,4.46,RU,1698760892
414,madang,-5.2246,145.7966,25.34,89,99,1.44,PG,1698760892
415,polyarnyy,69.1989,33.4478,-3.7,98,96,3.17,RU,1698760893
416,xining,36.6167,101.7667,9.54,28,0,1.11,CN,1698760893
417,isaccea,45.2667,28.4667,20.27,54,0,6.03,RO,1698760893
418,turaif,31.6725,38.6637,26.14,25,75,3.6,SA,1698760894
419,ljusdal,61.8288,16.0913,-0.91,82,100,6.22,SE,1698760894
420,agalatovo,60.2195,30.2739,-0.47,83,100,3.69,RU,1698760894
421,kutahya,39.4242,29.9833,22.91,29,56,5.06,TR,1698760894
422,bayport,40.7384,-73.0507,10.62,68,75,4.12,US,1698760895
423,kolonia,50.9333,6.95,16.14,68,75,7.2,DE,1698760842
424,fort-shevchenko,44.5086,50.263,15.45,61,12,8.71,KZ,1698760895
425,douz,33.4663,9.0203,32.91,10,99,2.14,TN,1698760896
426,acapulco de juarez,16.8634,-99.8901,26.07,84,61,1.31,MX,1698760777
427,vieux-habitants,16.0589,-61.7659,30.95,73,15,4.7,GP,1698760896
428,dashiqiao,40.6373,122.5025,12.78,67,2,3.69,CN,1698760896
429,esik,43.3552,77.4525,7.68,85,100,3.54,KZ,1698760897
430,tazacorte,28.629,-17.9293,26.54,85,20,2.57,ES,1698760897
431,callaway,30.153,-85.5699,16.64,79,20,6.69,US,1698760898
432,perene,-10.9492,-75.2261,25.5,85,84,0.85,PE,1698760898
433,ceerigaabo,10.6162,47.368,21.55,51,47,1.94,SO,1698760898
434,mirny,62.5353,113.9611,-26.26,100,24,1.39,RU,1698760899
435,chinde,26.8418,88.0763,14.76,78,33,2.47,NP,1698760899
436,at taraf,25.3628,49.725,33.3,45,69,5.13,SA,1698760899
437,bykovo,55.6361,38.0803,8.43,99,100,2.0,RU,1698760899
438,rio gallegos,-51.6226,-69.2181,7.03,45,40,7.72,AR,1698760900
439,banda aceh,5.5577,95.3222,26.73,82,100,3.7,ID,1698760900
440,isoka,-10.1606,32.6335,31.16,23,94,4.55,ZM,1698760900
441,linxia chengguanzhen,35.6003,103.2064,11.9,34,0,2.57,CN,1698760900
442,dumingag,8.1692,123.3506,24.35,95,60,0.68,PH,1698760901
443,mata-utu,-13.2816,-176.1745,28.15,79,52,9.33,WF,1698760901
444,khamis mushait,18.3064,42.7292,19.34,68,75,2.57,SA,1698760901
445,berdigestyakh,62.0989,126.6992,-22.05,100,100,0.33,RU,1698760902
446,las vegas,36.175,-115.1372,10.62,21,0,4.92,US,1698760880
447,argostolion,38.1811,20.489,23.04,64,40,4.12,GR,1698760902
448,umm kaddadah,13.6017,26.6876,35.31,25,30,3.9,SD,1698760903
449,bandar-e lengeh,26.5579,54.8807,31.06,62,2,4.12,IR,1698760903
450,bac lieu,9.285,105.7244,26.72,86,100,4.91,VN,1698760903
451,saint-pierre,-21.3393,55.4781,27.54,74,75,3.6,RE,1698760903
452,big stone gap,36.8677,-82.7745,7.31,88,100,1.17,US,1698760807
453,iwaki,37.05,140.8833,10.98,81,4,2.17,JP,1698760904
454,sompeta,18.9333,84.6,24.05,78,1,1.8,IN,1698760904
455,rutland,43.6167,-73.0162,4.03,90,75,2.68,US,1698760689
456,alo,7.4178,6.7371,31.95,56,96,1.1,NG,1698760905
457,lagos de moreno,21.35,-101.9167,13.39,75,9,1.99,MX,1698760905
458,santa terezinha,-29.9002,-50.0904,19.59,94,100,3.92,BR,1698760905
459,piacabucu,-10.4056,-36.4344,29.85,54,14,5.12,BR,1698760906
460,revda,56.801,59.9303,-2.92,99,100,0.65,RU,1698760906
461,trinity beach,-16.7888,145.6968,20.03,83,41,1.03,AU,1698760906
462,bengkulu,-3.8004,102.2655,24.03,95,82,2.21,ID,1698760906
463,tarija,-21.5355,-64.7296,21.95,60,40,2.06,BO,1698760906
464,bairnsdale,-37.8333,147.6167,8.92,84,98,3.41,AU,1698760907
465,la passe,45.5549,-0.8967,18.32,74,5,6.74,FR,1698760907
466,puerto carreno,6.189,-67.4859,29.86,69,96,3.29,CO,1698760907
467,shimoda,34.6667,138.95,13.95,76,11,1.31,JP,1698760907
468,troitsko-pechorsk,62.7084,56.1964,-4.61,90,100,1.79,RU,1698760907
469,makurazaki,31.2667,130.3167,17.67,58,0,2.98,JP,1698760908
470,atliaca,17.65,-99.3667,18.23,87,85,1.08,MX,1698760908
471,coruripe,-10.1256,-36.1756,29.68,55,17,5.67,BR,1698760908
472,tsarychanka,48.937,34.4786,17.71,63,68,4.37,UA,1698760909
473,nili,33.7218,66.1302,15.11,20,92,0.98,AF,1698760909
474,cidade velha,14.9167,-23.6167,30.26,62,40,6.17,CV,1698760909
475,meiganga,6.5167,14.3,28.26,54,100,3.06,CM,1698760910
476,coahuayana de hidalgo,18.7,-103.6583,25.02,90,7,1.12,MX,1698760910
477,hammerfest,70.6634,23.6821,2.25,69,40,4.12,NO,1698760735
478,gadzhiyevo,69.2551,33.3362,-4.06,99,98,3.22,RU,1698760910
479,tual,-5.6667,132.75,27.84,76,100,3.17,ID,1698760911
480,san antonio de pale,-1.4014,5.6325,26.43,84,99,7.56,GQ,1698760911
481,villa union,23.2,-106.2333,24.95,85,39,0.52,MX,1698760911
482,princeville,45.7668,-61.2985,7.0,91,100,6.17,CA,1698760912
483,kavieng,-2.5744,150.7967,27.35,78,100,3.03,PG,1698760912
484,chardara,41.2547,67.9692,14.42,53,0,0.93,KZ,1698760912
485,beterou,9.1992,2.2586,32.16,50,100,0.95,BJ,1698760912
486,zeya,53.75,127.2667,-8.06,59,3,1.1,RU,1698760913
487,libenge,3.65,18.6333,32.55,51,98,2.26,CD,1698760913
488,rizhao,35.4275,119.4553,19.29,52,0,3.73,CN,1698760675
489,tsengel,49.4783,100.8894,2.91,68,100,0.4,MN,1698760913
490,san-pedro,4.7485,-6.6363,29.29,70,24,3.87,CI,1698760914
491,newman,37.3138,-121.0208,5.72,32,100,1.2,US,1698760914
492,klaksvik,62.2266,-6.589,6.51,63,91,9.3,FO,1698760914
493,zaozersk,69.4005,32.4476,-2.16,97,100,3.04,RU,1698760914
494,black point,-34.6187,137.8972,12.15,68,7,6.11,AU,1698760915
495,moussoro,13.6408,16.4901,38.62,10,98,5.64,TD,1698760915
496,ambatofinandrahana,-20.55,46.8,19.81,70,100,3.25,MG,1698760915
497,charters towers,-20.1,146.2667,18.58,71,70,3.48,AU,1698760915
498,rongelap,11.1635,166.8941,28.35,76,100,8.33,MH,1698760916
499,karratha,-20.7377,116.8463,26.39,65,0,6.71,AU,1698760916
500,mahina,-17.5065,-149.489,23.87,83,20,1.54,PF,1698760916
501,chernyshevskiy,63.0128,112.4714,-27.34,100,68,0.99,RU,1698760916
502,sukumo,32.9333,132.7333,13.32,71,0,2.02,JP,1698760916
503,motygino,58.1831,94.7592,-10.12,56,1,4.47,RU,1698760917
504,likiep,9.8251,169.3107,28.0,80,100,8.36,MH,1698760917
505,knyaze-volkonskoye,48.4642,135.4567,0.19,97,100,3.58,RU,1698760917
506,pachino,36.7186,15.0907,25.95,65,100,6.82,IT,1698760918
507,neverkino,52.7854,46.7417,9.05,90,100,2.11,RU,1698760918
508,altai,46.3722,96.2583,4.31,62,100,9.37,MN,1698760918
509,yumbe,3.4651,31.2469,26.8,61,100,0.51,UG,1698760919
510,goundam,16.4145,-3.6708,39.1,6,100,4.96,ML,1698760919
511,penrith,54.6658,-2.7576,8.52,91,100,3.1,GB,1698760906
512,richmond,37.5538,-77.4603,8.42,91,100,2.57,US,1698760648
513,nadym,65.5333,72.5167,-10.54,91,100,4.21,RU,1698760736
514,ivdel',60.6911,60.4206,-4.43,65,100,4.02,RU,1698760920
515,nova vicosa,-17.8919,-39.3719,29.55,52,100,4.73,BR,1698760920
516,bikenibeu village,1.3673,173.1241,25.98,94,40,0.51,KI,1698760920
517,mocoa,1.1493,-76.6466,25.25,91,100,0.79,CO,1698760675
518,timizart,36.8,4.2667,22.85,43,99,2.32,DZ,1698760920
519,olinda,-8.0089,-34.8553,29.85,58,40,5.14,BR,1698760920
520,durres,41.3231,19.4414,24.1,71,95,12.69,AL,1698760921
521,ulanhot,46.0833,122.0833,-0.97,66,100,0.52,CN,1698760921
522,santa elena de uairen,4.6167,-61.1333,29.16,40,94,1.52,VE,1698760921
523,san miguel de abona,28.0983,-16.6171,25.31,68,20,5.66,ES,1698760922
524,nebraska city,40.6767,-95.8592,-3.7,68,0,7.2,US,1698760405
525,atar,20.5169,-13.0499,38.26,9,6,0.85,MR,1698760922
526,amga,60.8953,131.9608,-14.58,98,100,0.82,RU,1698760922
527,kota tinggi,1.7381,103.8999,28.02,90,100,0.72,MY,1698760847
528,katsuura,35.1333,140.3,17.7,75,100,1.16,JP,1698760923
529,anatuya,-28.4606,-62.8347,19.01,68,100,3.84,AR,1698760923
530,kaffrine,14.1059,-15.5508,35.36,32,46,3.25,SN,1698760924
531,prince rupert,54.3161,-130.3201,5.83,80,75,2.06,CA,1698760924
532,mahibadhoo,3.7833,72.9667,27.58,73,82,1.48,MV,1698760924
533,roma,43.2128,-75.4557,4.96,80,0,0.0,US,1698760924
534,kuqa,41.7278,82.9364,15.59,30,100,2.53,CN,1698760925
535,rengasdengklok,-6.1592,107.2981,28.07,76,88,1.75,ID,1698760925
536,cruzeiro do sul,-29.5128,-51.9853,20.84,83,100,2.35,BR,1698760925
537,yangshuo,24.7808,110.4897,19.41,67,94,0.46,CN,1698760926
538,nova sintra,14.8667,-24.7167,24.18,72,99,4.04,CV,1698760926
539,sola,-13.8833,167.55,26.34,82,48,9.02,VU,1698760927
540,saynshand,44.8824,110.1163,6.98,43,68,3.3,MN,1698760927
541,aktau,43.65,51.2,17.32,54,3,5.82,KZ,1698760787
542,hailey,43.5196,-114.3153,-3.08,74,0,4.12,US,1698760860
543,nyrob,60.733,56.7202,-4.2,98,100,0.82,RU,1698760928
544,monteagudo,-19.8167,-63.9833,20.26,93,100,0.55,BO,1698760928
545,tuy hoa,13.0833,109.3,25.61,91,100,4.02,VN,1698760929
546,mejit,10.2753,170.8646,27.74,80,90,8.33,MH,1698760929
547,mil'kovo,55.6078,37.7956,9.12,94,99,2.58,RU,1698760930
548,pacific grove,36.6177,-121.9166,16.21,43,99,3.89,US,1698760930
549,muntok,-2.0667,105.1833,26.92,80,75,2.69,ID,1698760930
550,fort saskatchewan,53.7168,-113.2187,3.55,56,81,3.6,CA,1698760931
551,kimry,56.8667,37.35,3.27,100,100,1.79,RU,1698760931
552,niafunke,15.9322,-3.9906,39.37,6,99,4.97,ML,1698760931
553,xilitla,21.3333,-98.9667,10.59,89,100,0.85,MX,1698760932
554,phalaborwa,-23.943,31.1411,14.6,70,100,3.18,ZA,1698760885
555,san juan,-31.5375,-68.5364,17.63,20,15,5.71,AR,1698760933
556,ulladulla,-35.35,150.4667,7.65,65,95,2.59,AU,1698760933
